user_id,label,churn_probability,predicted_label,hours_since_last_activity,weekend_attempt_rate,observation_span_hours,active_days,total_duration,session_count,last25_mean_level,reststep_std,mean_level_retrytimes,mean_level,outcome
10932,0,0.10649076924793127,0,5.6819444444444445,0.6846846846846847,90.22027777777778,4,41146.0,26,110.68,0.2082265867734333,0.6424590534108588,68.92342342342343,true_negative
10933,1,0.2603544799291901,0,9.201666666666666,0.6395348837209303,86.7525,3,9482.0,7,53.56,0.244369473433294,0.1847234400936948,33.24418604651163,false_negative
10934,0,0.31795890233230306,0,24.77833333333333,0.7216494845360825,71.16694444444444,3,10707.0,5,65.92,0.2644966580743075,0.2322737834303401,41.07216494845361,true_negative
10935,1,0.5705313713532628,1,31.877777777777776,0.95,64.01694444444445,3,1811.0,5,10.65,0.2445037329846599,0.0502071957538171,10.65,true_positive
10936,0,0.07219137398401478,0,5.315555555555555,0.7554585152838428,90.58194444444445,4,33288.0,23,124.08,0.1866680853547511,0.6872079287718098,70.66812227074236,true_negative
10937,0,0.06237861903052046,0,0.0097222222222222,0.4584527220630373,95.89083333333332,4,40736.0,21,184.84,0.2051522528583911,1.8510281265982464,136.20916905444125,true_negative
10938,0,0.16445722798854404,0,23.055,0.9434447300771208,72.83111111111111,4,45255.0,20,150.96,0.1503165592473918,1.133922065464216,95.146529562982,true_negative
10939,0,0.6654363390088263,1,71.33694444444444,1.0,24.49388888888889,2,4871.0,4,27.52,0.25499505006047,0.0825430444892673,19.75,false_positive
10940,0,0.561195147958495,1,40.68611111111111,0.2727272727272727,55.13,2,2422.0,2,11.409090909090908,0.2123723825292693,0.0468955763693343,11.409090909090908,false_positive
10941,1,0.4034929207083955,1,30.656388888888888,0.993103448275862,65.1675,3,16688.0,11,86.88,0.247217862738341,0.4361032535034133,62.73793103448276,true_positive
10942,0,0.35589919927534996,1,10.78472222222222,0.7906976744186046,85.01944444444445,4,3514.0,6,34.52,0.2342800895108191,0.1355310611728282,23.813953488372093,false_positive
10943,0,0.15364712835238872,0,19.64583333333333,0.7669491525423728,76.17166666666667,4,51324.0,6,202.92,0.153914010860234,2.188853587882698,132.0572033898305,true_negative
10944,0,0.6528662704054289,1,12.305,0.8333333333333334,83.4588888888889,3,917.0,3,6.916666666666667,0.2567214622237584,0.0186123263021265,6.916666666666667,false_positive
10945,0,0.11410182538801582,0,13.450277777777778,0.5470737913486005,82.34833333333333,4,43942.0,18,192.2,0.1695972305848974,1.7714879941919923,116.3053435114504,true_negative
10946,1,0.6215382278490164,1,52.00972222222222,1.0,43.778333333333336,2,1884.0,3,15.041666666666666,0.2311213306921458,0.0621428418794781,15.041666666666666,true_positive
10947,0,0.5778153264091113,1,1.623888888888889,0.1111111111111111,94.17027777777778,2,1315.0,2,10.055555555555555,0.265174692800676,0.0421322571451748,10.055555555555555,false_positive
10948,0,0.186964130281056,0,12.606666666666667,0.8914285714285715,83.17694444444444,4,15721.0,13,101.84,0.2044758337232237,0.5389380345687554,67.41714285714286,true_negative
10949,0,0.05887185941220172,0,2.1305555555555555,0.3982398239823982,93.62583333333332,4,74013.0,15,269.04,0.2106462612917466,3.264958778438148,189.24092409240924,true_negative
10950,1,0.6439566076734902,1,36.83972222222222,0.95,58.90027777777778,2,1658.0,2,9.65,0.2358640079596246,0.0456193282788089,9.65,true_positive
10951,0,0.14937006814208625,0,0.0394444444444444,0.8846153846153846,95.67916666666666,4,13509.0,15,71.64,0.2294831313737579,0.3696658383570653,46.34615384615385,true_negative
10952,0,0.3785396996697719,1,37.90777777777778,0.8,57.77166666666667,2,25045.0,3,113.64,0.2140299843778436,0.3900154408853774,68.53939393939395,false_positive
10953,0,0.0328046057042181,0,3.140555555555556,0.5181347150259067,92.54972222222224,4,43280.0,24,151.8,0.1634194423259782,1.2889194820279983,107.62694300518136,true_negative
10954,0,0.5251745290126436,1,35.230555555555554,0.9561200923787528,60.46861111111111,3,40456.0,6,190.04,0.1489542831071778,1.2844813826829526,112.49884526558893,false_positive
10955,1,0.38594570792386745,1,26.79583333333333,0.8072289156626506,68.9275,3,11974.0,6,62.36,0.2593624190037953,0.1980097244413264,49.28915662650602,true_positive
10956,0,0.14282909836538035,0,0.0133333333333333,0.9498327759197324,95.66777777777776,4,41130.0,12,135.28,0.1972969687064415,0.7058871194443194,86.56521739130434,true_negative
10957,0,0.06130692583485206,0,0.1188888888888888,0.6709886547811994,95.57083333333334,4,63419.0,33,187.24,0.2033376271775308,1.7204312317066632,116.75202593192869,true_negative
10958,1,0.47019858329530484,1,8.910277777777777,0.9411764705882352,86.77944444444445,3,3005.0,3,21.12,0.2251284841699603,0.0664620477975248,16.852941176470587,true_positive
10959,0,0.1536220416952873,0,0.0075,0.273224043715847,95.68166666666669,4,19501.0,9,145.56,0.2205436845391013,0.6071115946271789,97.78142076502732,true_negative
10960,0,0.09799519539158298,0,1.455833333333333,0.4160583941605839,94.20305555555557,4,19611.0,15,71.08,0.2328438508545748,0.3318965842907566,44.7956204379562,true_negative
10961,0,0.5908928582896403,1,70.105,1.0,25.552222222222223,2,7115.0,2,96.92,0.2504362210382128,0.1830815218521645,78.71951219512195,false_positive
10962,1,0.5164581686247497,1,53.27611111111111,1.0,42.35416666666666,2,6616.0,4,63.04,0.2321330277956897,0.2455465387660842,41.67123287671233,true_positive
10963,0,0.11624747300327096,0,6.321944444444444,0.5871794871794872,89.32916666666667,4,74058.0,21,316.92,0.3059484798331512,3.345179986778137,210.2897435897436,true_negative
10964,1,0.5430504183385483,1,56.31194444444444,1.0,39.331944444444446,2,4699.0,3,43.68,0.2291336855553969,0.1721110263980158,28.666666666666668,true_positive
10965,1,0.27140377933753723,0,4.150277777777778,0.8833333333333333,91.44805555555556,3,6824.0,7,37.92,0.2294840757397401,0.1318510457147524,25.933333333333334,false_negative
10966,1,0.4191698772373112,1,31.52722222222222,0.9047619047619048,64.04611111111112,3,9717.0,7,39.64,0.2199272452708333,0.1333104574648387,26.36904761904762,true_positive
10967,0,0.1410450542686196,0,2.1847222222222222,0.8333333333333334,93.39055555555557,4,17338.0,11,93.12,0.2162685178935371,0.4390716111844368,57.34567901234568,true_negative
10968,0,0.11024019295818026,0,3.83,0.8125,91.72666666666667,4,15064.0,9,71.56,0.2037690239530804,0.3274216875740434,47.1328125,true_negative
10969,0,0.31150544599818797,0,8.244166666666667,0.1136363636363636,87.30972222222222,3,4044.0,5,32.12,0.2217387972488065,0.1120392058317474,22.63636363636364,true_negative
